book_name,book_url,source_list,author,rating,synopsis,pages,pub_date,genres,img_url,data_source,genres_clean
Evermore,https://www.goodreads.com/book/show/3975774-evermore,Best Young Adult Books,Alyson Noel,3.6,"The first book in Alyson Noël's extraordinary new Immortals series. Enter an enchanting new world, where true love never dies...After a horrible accident claims the lives of her family, sixteen-year-old Ever Bloom can see people's auras, hear their thoughts, and know someone's entire life story by touching them. Going out of her way to avoid human contact to suppress her abilities, she has been branded a freak at her new high school—but everything changes when she meets Damen Auguste.Damen is gorgeous, exotic and wealthy. He's the only one who can silence the noise and random energy in her head—wielding a magic so intense, it's as though he can peer straight into her soul. As Ever is drawn deeper into his enticing world of secrets and mystery, she's left with more questions than answers. And she has no idea just who he really is—orwhathe is. The only thing she knows to be true is that she's falling deeply and helplessly in love with him.",301.0,2009,Young Adult|Fantasy|Romance|Paranormal|Paranormal Romance|Fiction|Supernatural,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1362336360i/3975774.jpg,GoodReads,"['fantasy', 'fiction', 'romance', 'young_adult']"
Best Served Cold,https://www.goodreads.com/book/show/2315892.Best_Served_Cold,The Best Epic Fantasy (fiction),Joe Abercrombie,4.25,"Springtime in Styria. And that means war.There have been nineteen years of blood. The ruthless Grand Duke Orso is locked in a vicious struggle with the squabbling League of Eight, and between them they have bled the land white. While armies march, heads roll and cities burn, behind the scenes bankers, priests and older, darker powers play a deadly game to choose who will be king.War may be hell, but for Monza Murcatto, the Snake of Talins, the most feared and famous mercenary in Duke Orso's employ, it's a damn good way of making money too. Her victories have made her popular - a shade too popular for her employer's taste. Betrayed, thrown down a mountain and left for dead, Murcatto's reward is a broken body and a burning hunger for vengeance. Whatever the cost, seven men must die.Her allies include Styria's least reliable drunkard, Styria's most treacherous poisoner, a mass-murderer obsessed with numbers and a Barbarian who just wants to do the right thing. Her enemies number the better half of the nation. And that's all before the most dangerous man in the world is dispatched to hunt her down and finish the job Duke Orso started...Springtime in Styria. And that means revenge.",534.0,2009,Fantasy|Fiction|Audiobook|Epic Fantasy|Dark Fantasy|High Fantasy|Adventure,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1739462265i/2315892.jpg,GoodReads,"['adventure', 'fantasy', 'fiction']"
Catching Fire,https://www.goodreads.com/book/show/6148028-catching-fire,Best Book Boyfriends,Suzanne Collins,4.36,"Sparks are igniting.Flames are spreading.And the Capitol wants revenge.Against all odds, Katniss Everdeen has won the Hunger Games. She and fellow District 12 tribute Peeta Mellark are miraculously still alive. Katniss should be relieved, happy even. After all, she has returned to her family and her longtime friend, Gale. Yet nothing is the way Katniss wishes it to be. Gale holds her at an icy distance. Peeta has turned his back on her completely. And there are whispers of a rebellion against the Capitol—a rebellion that Katniss and Peeta may have helped create.Much to her shock, Katniss has fueled an unrest that she's afraid she cannot stop. And what scares her even more is that she's not entirely convinced she should try. As time draws near for Katniss and Peeta to visit the districts on the Capitol's cruel Victory Tour, the stakes are higher than ever. If they can't prove, without a shadow of a doubt, that they are lost in their love for each other, the consequences will be horrifying.InCatching Fire, the second novel of the Hunger Games trilogy, Suzanne Collins continues the story of Katniss Everdeen, testing her more than ever before . . . and surprising readers at every turn.",391.0,2009,Young Adult|Dystopia|Fiction|Fantasy|Science Fiction|Romance|Adventure,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1586722941i/6148028.jpg,GoodReads,"['adventure', 'fantasy', 'fiction', 'romance', 'science_fiction', 'young_adult']"
Inherent Vice,http://books.google.de/books?id=M92nmsw2TxwC&dq=subject:fiction&hl=&as_pt=BOOKS&source=gbs_api,Best Books Ever,Thomas Pynchon,3.77,"Part noir, part psychedelic romp, and all Pynchon, ""Inherent Vice"" spotlights private eye Doc Sportello who occasionally comes out of a marijuana haze to watch the end of an era, as the free love of the 1960s slips away and paranoia creeps in with the L.A. fog.",388.0,2009,Fiction,http://books.google.com/books/content?id=M92nmsw2TxwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,google_books,['fiction']
Beautiful Creatures,https://www.goodreads.com/book/show/6304335-beautiful-creatures,Best Young Adult Books,Kami Garcia,3.78,"Lena Duchannes is unlike anyone the small Southern town of Gatlin has ever seen, and she's struggling to conceal her power, and a curse that has haunted her family for generations. But even within the overgrown gardens, murky swamps and crumbling graveyards of the forgotten South, a secret cannot stay hidden forever.Ethan Wate, who has been counting the months until he can escape from Gatlin, is haunted by dreams of a beautiful girl he has never met. When Lena moves into the town's oldest and most infamous plantation, Ethan is inexplicably drawn to her and determined to uncover the connection between them.In a town with no surprises, one secret could change everything.",563.0,2009,Fantasy|Young Adult|Romance|Paranormal|Fiction|Magic|Supernatural,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1327873282i/6304335.jpg,GoodReads,"['fantasy', 'fiction', 'romance', 'young_adult']"
If I Stay,https://www.goodreads.com/book/show/4374400-if-i-stay,Best Book Boyfriends,Gayle Forman,3.91,"In the blink of an eye everything changes. Seventeen ­year-old Mia has no memory of the accident; she can only recall what happened afterwards, watching her own damaged body being taken from the wreck. Little by little she struggles to put together the pieces- to figure out what she has lost, what she has left, and the very difficult choice she must make. Heartwrenchingly beautiful, this will change the way you look at life, love, and family. Now a major motion picture starring Chloe Grace Moretz, Mia's story will stay with you for a long, long time.",208.0,2009,Young Adult|Romance|Contemporary|Fiction|Realistic Fiction|Teen|Audiobook,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1630573973i/4374400.jpg,GoodReads,"['contemporary', 'fiction', 'romance', 'young_adult']"
The Forest of Hands and Teeth,https://www.goodreads.com/book/show/3432478-the-forest-of-hands-and-teeth,Best Dystopian and Post-Apocalyptic Fiction,Carrie Ryan,3.6,"In Mary's world there are simple truths.The Sisterhood always knows best.The Guardians will protect and serve.The Unconsecrated will never relent.And you must always mind the fence that surrounds the village; the fence that protects the village from the Forest of Hands and Teeth.But, slowly, Mary’s truths are failing her. She’s learning things she never wanted to know about the Sisterhood and its secrets, and the Guardians and their power, and about the Unconsecrated and their relentlessness. When the fence is breached and her world is thrown into chaos, she must choose between her village and her future—between the one she loves and the one who loves her. And she must face the truth about the Forest of Hands and Teeth. Could there be life outside a world surrounded in so much death?",336.0,2009,Young Adult|Zombies|Horror|Fantasy|Dystopia|Fiction|Post Apocalyptic,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1320633297i/3432478.jpg,GoodReads,"['fantasy', 'fiction', 'mystery', 'science_fiction', 'young_adult']"
The Awakening,https://www.goodreads.com/book/show/5391115-the-awakening,Books That Should Be Made Into Movies,Kelley Armstrong,4.14,"If you had met me a few weeks ago, you probably would have described me as an average teenage girl - someone normal. Now my life has changed forever and I’m as far away from normal as it gets. A living science experiment - not only can I see ghosts, but I was genetically altered by a sinister organization called Edison Group. What does that mean? For starters. I'm a teenage necromancer whose powers are out of control: I raise the dead without even trying. Trust me, that is not a power you want to have. Ever.Now I’m running for my life with three of my supernatural friends - a charming sorcerer, a cynical werewolf, and a disgruntled witch - and we have to find someone who can help us before the Edison Group finds us first. Or die trying.",360.0,2009,Young Adult|Fantasy|Paranormal|Urban Fantasy|Supernatural|Romance|Magic,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1478986806i/5391115.jpg,GoodReads,"['fantasy', 'romance', 'young_adult']"
Shades of Grey,https://www.goodreads.com/book/show/2113260.Shades_of_Grey,Best Dystopian and Post-Apocalyptic Fiction,Jasper Fforde,4.15,"From the bestselling author of Thursday Next—a brilliant new novel about a world where social order and destiny are dictated by the colors you can see. Part social satire, part romance, part revolutionary thriller,Shades of Greytells of a battle against overwhelming odds.In a society where the ability to see the higher end of the color spectrum denotes a better social standing, Eddie Russet belongs to the low-level House of Red and can see his own color—but no other. The sky, the grass, and everything in between are all just shades of grey, and must be colorized by artificial means.Eddie’s world wasn’t always like this. There’s evidence of a never-discussed disaster and now, many years later, technology is poor, news sporadic, the notion of change abhorrent, and nighttime is terrifying: no one can see in the dark. Everyone abides by a bizarre regime of rules and regulations, a system of merits and demerits, where punishment can result in permanent expulsion.Eddie, who works for the Color Control Agency, might well have lived out his rose-tinted life without a hitch. But that changes when he becomes smitten with Jane, a Grey Nightseer from the dark, unlit side of the village. She shows Eddie that all is not well with the world he thinks is just and good. Together, they engage in dangerous revolutionary talk.Stunningly imaginative, very funny, tightly plotted, and with sly satirical digs at our own society, this novel is for those who lovedThursday Nextbut want to be transported somewhere equally wild, only darker; a world where the black and white of moral standpoints have been reduced to shades of grey.",390.0,2009,Fantasy|Fiction|Dystopia|Science Fiction|Humor|Audiobook|Book Club,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1327563734i/2113260.jpg,GoodReads,"['contemporary', 'fantasy', 'fiction', 'science_fiction']"
Warbreaker,https://www.goodreads.com/book/show/1268479.Warbreaker,The Best Epic Fantasy (fiction),Brandon Sanderson,4.29,"From #1 New York Times bestselling author Brandon Sanderson, Warbreaker is the story of two sisters, who happen to be princesses, the God King one of them has to marry, the lesser god who doesn't like his job, and the immortal who's still trying to undo the mistakes he made hundreds of years ago.Their world is one in which those who die in glory return as gods to live confined to a pantheon in Hallandren's capital city and where a power known as BioChromatic magic is based on an essence known as breath that can only be collected one unit at a time from individual people.By using breath and drawing upon the color in everyday objects, all manner of miracles and mischief can be accomplished. It will take considerable quantities of each to resolve all the challenges facing Vivenna and Siri, princesses of Idris; Susebron the God King; Lightsong, reluctant god of bravery, and mysterious Vasher, the Warbreaker.",688.0,2009,Fantasy|Fiction|Audiobook|High Fantasy|Epic Fantasy|Adult|Magic,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1240256182i/1268479.jpg,GoodReads,"['fantasy', 'fiction']"
