book_name,book_url,source_list,author,rating,synopsis,pages,pub_date,genres,img_url,data_source,genres_clean
White Teeth,https://www.goodreads.com/book/show/3711.White_Teeth,Best Books of the Decade: 2000s,Zadie Smith,3.79,"At the center of this invigorating novel are two unlikely friends, Archie Jones and Samad Iqbal. Hapless veterans of World War II, Archie and Samad and their families become agents of England’s irrevocable transformation. A second marriage to Clara Bowden, a beautiful, albeit tooth-challenged, Jamaican half his age, quite literally gives Archie a second lease on life, and produces Irie, a knowing child whose personality doesn’t quite match her name (Jamaican for “no problem”). Samad’s late-in-life arranged marriage (he had to wait for his bride to be born), produces twin sons whose separate paths confound Iqbal’s every effort to direct them, and a renewed, if selective, submission to his Islamic faith. Set against London’s racial and cultural tapestry, venturing across the former empire and into the past as it barrels toward the future,White Teethrevels in the ecstatic hodgepodge of modern life, flirting with disaster, confounding expectations, and embracing the comedy of daily existence.",448.0,2000,Fiction|Contemporary|Literary Fiction|Book Club|Novels|British Literature|Historical Fiction,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1374739885i/3711.jpg,GoodReads,"['contemporary', 'fiction', 'historical', 'literary']"
Ariel,http://books.google.de/books?id=pWNYQ4XtHi0C&dq=subject:adventure&hl=&as_pt=BOOKS&source=gbs_api,Books That Should Be Movies,Jeni Jones,3.960869565217391,"Ariel loves motorbikes. She cleans them, designs them and dreams of owning one. Her brothers, Norton and Harley, are big and lazy and just boss her around. When Ariel's Hairy Godfather appears, things take a turn for the better.",68.0,2000,Adventure,http://books.google.com/books/content?id=pWNYQ4XtHi0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,google_books,['adventure']
Me Talk Pretty One Day,https://www.goodreads.com/book/show/4137.Me_Talk_Pretty_One_Day,Best Books of the Decade: 2000s,David Sedaris,4.01,"Anyone that has read NAKED and BARREL FEVER, or heard David Sedaris speaking live or on the radio will tell you that a new collection from him is cause for jubilation. His recent move to Paris from New York inspired these hilarious new pieces, including 'Me Talk Pretty One Day', about his attempts to learn French from a sadistic teacher who declares that 'every day spent with you is like having a caesarean section'. His family is another inspiration. 'You Can't Kill the Rooster' is a portrait of his brother, who talks incessant hip-hop slang to his bewildered father. And no one hones a finer fury in response to such modern annoyances as restaurant meals presented in ludicrous towers of food and cashiers with six-inch fingernails.",272.0,2000,Nonfiction|Humor|Memoir|Essays|Short Stories|Comedy|Audiobook,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1431013639i/4137.jpg,GoodReads,"['fiction', 'literary']"
Angels & Demons,https://www.goodreads.com/book/show/960.Angels_Demons,Best Books of the Decade: 2000s,Dan    Brown,3.96,"An ancient secret brotherhood.A devastating new weapon of destruction.When world-renowned Harvard symbologist Robert Langdon is summoned to a Swiss research facility to analyze a mysterious symbol -- seared into the chest of a murdered physicist -- he discovers evidence of the unimaginable: the resurgence of an ancient secret brotherhood known as the Illuminati...the most powerful underground organization ever to walk the earth. The Illuminati has now surfaced to carry out the final phase of its legendary vendetta against its most hated enemy -- the Catholic Church.Langdon's worst fears are confirmed on the eve of the Vatican's holy conclave, when a messenger of the Illuminati announces they have hidden an unstoppable time bomb at the very heart of Vatican City. With the countdown under way, Langdon jets to Rome to join forces with Vittoria Vetra, a beautiful and mysterious Italian scientist, to assist the Vatican in a desperate bid for survival.Embarking on a frantic hunt through sealed crypts, dangerous catacombs, deserted cathedrals, and even the most secretive vault on earth, Langdon and Vetra follow a 400-year-old trail of ancient symbols that snakes across Rome toward the long-forgotten Illuminati lair...a clandestine location that contains the only hope for Vatican salvation.An explosive international thriller,Angels & Demonscareens from enlightening epiphanies to dark truths as the battle between science and religion turns to war.",736.0,2000,Fiction|Mystery|Thriller|Mystery Thriller|Suspense|Adventure|Crime,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1696691404i/960.jpg,GoodReads,"['adventure', 'fiction', 'mystery']"
A Storm of Swords,https://www.goodreads.com/book/show/62291.A_Storm_of_Swords,Best Books of the Decade: 2000s,George R.R. Martin,4.55,"An alternate cover for this ISBN can be foundhereHere is the third volume in George R.R. Martin's magnificent cycle of novels that includesA Game of ThronesandA Clash of Kings. Together, this series comprises a genuine masterpiece of modern fantasy, destined to stand as one of the great achievements of imaginative fiction.Of the five contenders for power, one is dead, another in disfavor, and still the wars rage as alliances are made and broken. Joffrey sits on the Iron Throne, the uneasy ruler of the Seven Kingdoms. His most bitter rival, Lord Stannis, stands defeated and disgraced, victim of the sorceress who holds him in her thrall. Young Robb still rules the North from the fortress of Riverrun. Meanwhile, making her way across a blood-drenched continent is the exiled queen, Daenerys, mistress of the only three dragons still left in the world. And as opposing forces manoeuver for the final showdown, an army of barbaric wildlings arrives from the outermost limits of civilization, accompanied by a horde of mythical Others—a supernatural army of the living dead whose animated corpses are unstoppable. As the future of the land hangs in the balance, no one will rest until the Seven Kingdoms have exploded in a veritable storm of swords...",1177.0,2000,Fantasy|Fiction|Epic Fantasy|High Fantasy|Science Fiction Fantasy|Audiobook|Adult,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1571318786i/62291.jpg,GoodReads,"['fantasy', 'fiction', 'science_fiction']"
House of Leaves,https://www.goodreads.com/book/show/24800.House_of_Leaves,Best Books of the Decade: 2000s,Mark Z. Danielewski,4.09,"A young family moves into a small home on Ash Tree Lane where they discover something is terribly wrong: their house is bigger on the inside than it is on the outside.Of course, neither Pulitzer Prize-winning photojournalist Will Navidson nor his companion Karen Green was prepared to face the consequences of that impossibility, until the day their two little children wandered off and their voices eerily began to return another story—of creature darkness, of an ever-growing abyss behind a closet door, and of that unholy growl which soon enough would tear through their walls and consume all their dreams.",709.0,2000,Horror|Fiction|Fantasy|Mystery|Thriller|Contemporary|Novels,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1403889034i/24800.jpg,GoodReads,"['contemporary', 'fantasy', 'fiction', 'literary', 'mystery']"
Stargirl,https://www.goodreads.com/book/show/22232.Stargirl,Best Young Adult Books,Jerry Spinelli,3.77,"A celebration of nonconformity; a tense, emotional tale about the fleeting, cruel nature of popularity--and the thrill and inspiration of first love. Ages 12+Leo Borlock follows the unspoken rule at Mica Area High School: don't stand out--under any circumstances! Then Stargirl arrives at Mica High and everything changes--for Leo and for the entire school. After 15 years of home schooling, Stargirl bursts into tenth grade in an explosion of color and a clatter of ukulele music, enchanting the Mica student body.But the delicate scales of popularity suddenly shift, and Stargirl is shunned for everything that makes her different. Somewhere in the midst of Stargirl's arrival and rise and fall, normal Leo Borlock has tumbled into love with her.In a celebration of nonconformity, Jerry Spinelli weaves a tense, emotional tale about the fleeting, cruel nature of popularity--and the thrill and inspiration of first love.",186.0,2000,Young Adult|Fiction|Contemporary|Romance|Realistic Fiction|Middle Grade|Childrens,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1335947642i/22232.jpg,GoodReads,"['childrens', 'contemporary', 'fiction', 'romance', 'young_adult']"
A Heartbreaking Work of Staggering Genius,https://www.goodreads.com/book/show/4953.A_Heartbreaking_Work_of_Staggering_Genius,Best Books of the Decade: 2000s,Dave Eggers,3.69,"A book that redefines both family and narrative for the twenty-first century.A Heartbreaking Work of Staggering Geniusis the moving memoir of a college senior who, in the space of five weeks, loses both of his parents to cancer and inherits his eight-year-old brother. Here is an exhilarating debut that manages to be simultaneously hilarious and wildly inventive as well as a deeply heartfelt story of the love that holds a family together.A Heartbreaking Work of Staggering Geniusis an instant classic that will be read for decades to come.",530.0,2000,Fiction|Contemporary|Book Club|Literature|Humor|Biography Memoir|Novels,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1327714834i/4953.jpg,GoodReads,"['contemporary', 'fiction', 'literary']"
The Perks of Being a Wallflower,https://www.goodreads.com/book/show/22628.The_Perks_of_Being_a_Wallflower,Best Books Ever,Stephen Chbosky,4.24,"standing on the fringes of life...offers a unique perspective. But there comes a time to seewhat it looks like from the dance floor.This haunting novel about the dilemma of passivity vs. passion marks the stunning debut of a provocative new voice in contemporary fiction: The Perks of Being A WALLFLOWERThis is the story of what it's like to grow up in high school. More intimate than a diary, Charlie's letters are singular and unique, hilarious and devastating. We may not know where he lives. We may not know to whom he is writing. All we know is the world he shares. Caught between trying to live his life and trying to run from it puts him on a strange course through uncharted territory. The world of first dates and mixed tapes, family dramas and new friends. The world of sex, drugs, and The Rocky Horror Picture Show, when all one requires is that the perfect song on that perfect drive to feel infinite.Through Charlie, Stephen Chbosky has created a deeply affecting coming-of-age story, a powerful novel that will spirit you back to those wild and poignant roller coaster days known as growing up.(back cover)",213.0,1999,Young Adult|Fiction|Contemporary|Classics|Coming Of Age|Romance|Mental Health,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1650033115i/22628.jpg,GoodReads,"['classics', 'contemporary', 'fiction', 'romance', 'young_adult']"
Harry Potter and the Chamber of Secrets,http://books.google.de/books?id=nmXTy4FPfcwC&dq=subject:fantasy&hl=&as_pt=BOOKS&source=gbs_api,Best Epic Fantasy,J. K. Rowling,5.0,"Witchcraft, wizardry - fiction.",260.0,1999,Juvenile Fiction,http://books.google.com/books/content?id=nmXTy4FPfcwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,google_books,"['fiction', 'young_adult']"
Gardens of the Moon,https://www.goodreads.com/book/show/55399.Gardens_of_the_Moon,The Best Epic Fantasy (fiction),Steven Erikson,3.94,"Vast legions of gods, mages, humans, dragons and all manner of creatures play out the fate of the Malazan Empire in this first book in a major epic fantasy series from Steven Erikson.The Malazan Empire simmers with discontent, bled dry by interminable warfare, bitter infighting and bloody confrontations with the formidable Anomander Rake and his Tiste Andii, ancient and implacable sorcerers. Even the imperial legions, long inured to the bloodshed, yearn for some respite. Yet Empress Laseen's rule remains absolute, enforced by her dread Claw assassins.For Sergeant Whiskeyjack and his squad of Bridgeburners, and for Tattersail, surviving cadre mage of the Second Legion, the aftermath of the siege of Pale should have been a time to mourn the many dead. But Darujhistan, last of the Free Cities of Genabackis, yet holds out. It is to this ancient citadel that Laseen turns her predatory gaze.However, it would appear that the Empire is not alone in this great game. Sinister, shadowbound forces are gathering as the gods themselves prepare to play their hand...Conceived and written on a panoramic scale, Gardens of the Moon is epic fantasy of the highest order--an enthralling adventure by an outstanding new voice.",666.0,1999,Fantasy|Fiction|Epic Fantasy|High Fantasy|Epic|Audiobook|Dark Fantasy,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1548497031i/55399.jpg,GoodReads,"['fantasy', 'fiction']"
Seabiscuit: An American Legend,https://www.goodreads.com/book/show/110737.Seabiscuit,Best Books of the Decade: 2000s,Laura Hillenbrand,4.23,"There's an alternate cover editionhereSeabiscuit was one of the most electrifying and popular attractions in sports history and the single biggest newsmaker in the world in 1938, receiving more coverage than FDR, Hitler, or Mussolini. But his success was a surprise to the racing establishment, which had written off the crooked-legged racehorse with the sad tail. Three men changed Seabiscuit’s fortunes:Charles Howard was a onetime bicycle repairman who introduced the automobile to the western United States and became an overnight millionaire. When he needed a trainer for his new racehorses, he hired Tom Smith, a mysterious mustang breaker from the Colorado plains. Smith urged Howard to buy Seabiscuit for a bargain-basement price, then hired as his jockey Red Pollard, a failed boxer who was blind in one eye, half-crippled, and prone to quoting passages from Ralph Waldo Emerson. Over four years, these unlikely partners survived a phenomenal run of bad fortune, conspiracy, and severe injury to transform Seabiscuit from a neurotic, pathologically indolent also-ran into an American sports icon.Author Laura Hillenbrand brilliantly re-creates a universal underdog story, one that proves life is a horse race.From the Hardcover edition.",457.0,1999,Nonfiction|History|Biography|Sports|Animals|Horses|Book Club,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1171644213i/110737.jpg,GoodReads,"['contemporary', 'fiction']"
Speak,https://www.goodreads.com/book/show/39280444-speak,Best Young Adult Books,Laurie Halse Anderson,4.05,"The first ten lies they tell you in high school.""Speak up for yourself—we want to know what you have to say.""From the first moment of her freshman year at Merryweather High, Melinda knows this is a big fat lie, part of the nonsense of high school. She is friendless, outcast, because she busted an end-of-summer party by calling the cops, so now nobody will talk to her, let alone listen to her. As time passes, she becomes increasingly isolated and practically stops talking altogether. Only her art class offers any solace, and it is through her work on an art project that she is finally able to face what really happened at that terrible party: she was raped by an upperclassman, a guy who still attends Merryweather and is still a threat to her. Her healing process has just begun when she has another violent encounter with him. But this time Melinda fights back, refuses to be silent, and thereby achieves a measure of vindication.In Laurie Halse Anderson's powerful novel, an utterly believable heroine with a bitterly ironic voice delivers a blow to the hypocritical world of high school. She speaks for many a disenfranchised teenager while demonstrating the importance of speaking up for oneself.Speakwas a 1999 National Book Award Finalist for Young People's Literature.",224.0,1999,Young Adult|Fiction|Contemporary|Realistic Fiction|Mental Health|Coming Of Age|Banned Books,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1529044298i/39280444.jpg,GoodReads,"['contemporary', 'fiction', 'young_adult']"
Rhapsody: Child of Blood,https://www.goodreads.com/book/show/261604.Rhapsody,The Best Epic Fantasy (fiction),Elizabeth Haydon,3.98,"The brilliant new saga is born ...Rhapsody is a woman, a Singer of some talent, who is swept up into events of world-shattering import. On the run from an old romantic interest who won't take no for an answer, Rhapsody literally bumps into a couple of shady characters: half-breeds who come to her rescue in the nick of time. Only the rescue turns into an abduction, and Rhapsody soon finds herself dragged along on an epic voyage, one that spans centuries and ranges across a wonder-filled fantasy world-- a world so real you can hear the sweet music of Rhapsody's aubade and smell the smoldering forges deep within the Cauldron.",656.0,1999,Fantasy|Fiction|High Fantasy|Epic Fantasy|Romance|Science Fiction Fantasy|Magic,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1388350382i/261604.jpg,GoodReads,"['fantasy', 'fiction', 'romance', 'science_fiction']"
Girl with a Pearl Earring,https://www.goodreads.com/book/show/2865.Girl_with_a_Pearl_Earring,Best Historical Fiction,Tracy Chevalier,3.93,"The New York Times bestselling novel by the author ofA Single ThreadandAt the Edge of the OrchardTranslated into thirty-nine languages and made into an Oscar-nominated film, starring Scarlett Johanson and Colin FirthTracy Chevalier transports readers to a bygone time and place in this richly-imagined portrait of the young woman who inspired one of Vermeer's most celebrated paintings.History and fiction merge seamlessly in this luminous novel about artistic vision and sensual awakening.Girl with a Pearl Earringtells the story of sixteen-year-old Griet, whose life is transformed by her brief encounter with genius . . . even as she herself is immortalized in canvas and oil.",233.0,1999,Historical Fiction|Fiction|Classics|Historical|Art|Romance|Book Club,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1327197580i/2865.jpg,GoodReads,"['classics', 'contemporary', 'fiction', 'historical', 'romance']"
Tara Road,http://books.google.de/books?id=dh6-QgAACAAJ&dq=subject:romance&hl=&as_pt=BOOKS&source=gbs_api,Best Book Boyfriends,Maeve Binchy,4.5,"Thanks to a chance phone call, Ria from Dublin and Marilyn from New England switch houses for the summer with extraordinary results when they are drawn into lifestyles vastly different than their own.",502.0,1999,Detective and mystery stories,http://books.google.com/books/content?id=dh6-QgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,google_books,['mystery']
Daughter of the Forest,https://www.goodreads.com/book/show/13928.Daughter_of_the_Forest,The Best Epic Fantasy (fiction),Juliet Marillier,4.29,"Lovely Sorcha is the seventh child and only daughter of Lord Colum of Sevenwaters. Bereft of a mother, she is comforted by her six brothers who love and protect her. Sorcha is the light in their lives: they are determined that she know only contentment.But Sorcha's joy is shattered when her father is bewitched by his new wife, an evil enchantress who binds her brothers with a terrible spell, a spell which only Sorcha can lift—by staying silent. If she speaks before she completes the quest set to her by the Fair Folk and their queen, the Lady of the Forest, she will lose her brothers forever.When Sorcha is kidnapped by the enemies of Sevenwaters and taken to a foreign land, she is torn between the desire to save her beloved brothers, and a love that comes only once. Sorcha despairs at ever being able to complete her task, but the magic of the Fair Folk knows no boundaries, and love is the strongest magic of them all...",554.0,1999,Fantasy|Romance|Fiction|Historical Fiction|Young Adult|Fairy Tales|Retellings,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1343589988i/13928.jpg,GoodReads,"['fantasy', 'fiction', 'historical', 'romance', 'young_adult']"
Wuthering Heights,http://books.google.de/books?id=RCULqqhTtpkC&dq=subject:fiction&hl=&as_pt=BOOKS&source=gbs_api,Best Books Ever,Emily Brontë,3.89,"It's Time to Rediscover the Wonderful Books We All Cherish. ""My greatest thought in living is Heathcliff. If all else perished, and he remained, I should still continue to be. . . Nelly, I am Heathcliff! He's always always in my mind: Not as a pleasure . . . But as my own being -- Catherine Earnshaw Emily BrontË's classic tempestuous love story of Catherine and Heathcliff is played out against the backdrop of the English moors. As young Catherine, daughter of the house, and Heathcliff, an uncouth orphan adopted by the family, grow up together and fall in love, their companionship turns into obsession. Family, class, and fate work cruelly against these two star--crossed lovers.Wuthering Heights is a beloved classic of English literature.",452.0,1999,Fiction,http://books.google.com/books/content?id=RCULqqhTtpkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,google_books,['fiction']
Harry Potter and the Prisoner of Azkaban,https://www.goodreads.com/book/show/5.Harry_Potter_and_the_Prisoner_of_Azkaban,Best Books Ever,J.K. Rowling,4.58,"Harry Potter, along with his best friends, Ron and Hermione, is about to start his third year at Hogwarts School of Witchcraft and Wizardry. Harry can't wait to get back to school after the summer holidays. (Who wouldn't if they lived with the horrible Dursleys?) But when Harry gets to Hogwarts, the atmosphere is tense. There's an escaped mass murderer on the loose, and the sinister prison guards of Azkaban have been called in to guard the school...",547.0,1999,Fantasy|Fiction|Young Adult|Harry Potter|Magic|Audiobook|Childrens,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1630547330i/5.jpg,GoodReads,"['childrens', 'fantasy', 'fiction', 'young_adult']"
The Bad Beginning,https://www.goodreads.com/book/show/78411.The_Bad_Beginning,Best Young Adult Books,Lemony Snicket,4.03,"Dear Reader,I'm sorry to say that the book you are holding in your hands is extremely unpleasant. It tells an unhappy tale about three very unlucky children. Even though they are charming and clever, the Baudelaire siblings lead lives filled with misery and woe. From the very first page of this book when the children are at the beach and receive terrible news, continuing on through the entire story, disaster lurks at their heels. One might say they are magnets for misfortune.In this short book alone, the three youngsters encounter a greedy and repulsive villain, itchy clothing, a disastrous fire, a plot to steal their fortune, and cold porridge for breakfast.It is my sad duty to write down these unpleasant tales, but there is nothing stopping you from putting this book down at once and reading something happy, if you prefer that sort of thing.With all due respect,Lemony Snicket",162.0,1999,Fiction|Fantasy|Young Adult|Childrens|Middle Grade|Mystery|Audiobook,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1436737029i/78411.jpg,GoodReads,"['childrens', 'fantasy', 'fiction', 'mystery', 'young_adult']"
The Great Book of Amber,https://www.goodreads.com/book/show/5367.The_Great_Book_of_Amber,The Best Epic Fantasy (fiction),Roger Zelazny,4.31,"Alternate cover edition can be foundhereRoger Zelazny's chronicles of Amber have earned their place as all-time classics of imaginative literature. Now, here are all ten novels, together in one magnificent omnibus volume. Witness the titanic battle for supremacy waged on Earth, in the Courts of Chaos, and on a magical world of mystery, adventure and romance.--back cover",1258.0,1999,Fantasy|Fiction|Science Fiction|Science Fiction Fantasy|Epic Fantasy|High Fantasy|Classics,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1165519096i/5367.jpg,GoodReads,"['classics', 'fantasy', 'fiction', 'science_fiction']"
Cat's Cradle,http://books.google.de/books?id=yzs6HicjgsAC&dq=subject:fiction&hl=&as_pt=BOOKS&source=gbs_api,Best Books Ever,Kurt Vonnegut,4.0,"“A free-wheeling vehicle . . . an unforgettable ride!”—The New York Times Cat’s Cradle is Kurt Vonnegut’s satirical commentary on modern man and his madness. An apocalyptic tale of this planet’s ultimate fate, it features a midget as the protagonist, a complete, original theology created by a calypso singer, and a vision of the future that is at once blackly fatalistic and hilariously funny. A book that left an indelible mark on an entire generation of readers, Cat’s Cradle is one of the twentieth century’s most important works—and Vonnegut at his very best. “[Vonnegut is] an unimitative and inimitable social satirist.”—Harper’s Magazine “Our finest black-humorist . . . We laugh in self-defense.”—Atlantic Monthly",308.0,1998,Fiction,http://books.google.com/books/content?id=yzs6HicjgsAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,google_books,['fiction']
Green Rider,https://www.goodreads.com/book/show/147843.Green_Rider,The Best Epic Fantasy (fiction),Kristen Britain,4.09,"Young heroine Karigan hardly has time to regret being expelled from school (for dueling) before finding herself committed to the desperate errand of a murdered Green Rider.The Riders are an elite messenger corps using both horses and magic; the message is a terrible warning. Bad things from bad places are invading this fantasyland, their presence being only part of a devious, sorcery-aided human struggle for the throne. Karigan's wild ride is beset by a variety of enemies, but aided by her own developing talents plus certain strange allies.These include the tormented ghost of the dead Green Rider himself--still pierced by and trying to resist the chief villain's black arrows that ensnare the soul. Delivering the message to a suspicious court is only half Karigan's job: can it be interpreted in time?",471.0,1998,Fantasy|Young Adult|Fiction|High Fantasy|Magic|Adventure|Epic Fantasy,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1386749176i/147843.jpg,GoodReads,"['adventure', 'fantasy', 'fiction', 'young_adult']"
The Return of the Soldier,http://books.google.de/books?id=Wx3M_7XNTysC&dq=subject:fiction&hl=&as_pt=BOOKS&source=gbs_api,Best Books Ever,Rebecca West,4.67,"Writing her first novel during World War I, West examines the relationship between three women and a soldier suffering from shell-shock. This novel of an enclosed world invaded by public events also embodies in its characters the shifts in England's class structures at the beginning of the twentieth century. For more than seventy years, Penguin has been the leading publisher of classic literature in the English-speaking world. With more than 1,700 titles, Penguin Classics represents a global bookshelf of the best works throughout history and across genres and disciplines. Readers trust the series to provide authoritative texts enhanced by introductions and notes by distinguished scholars and contemporary authors, as well as up-to-date translations by award-winning translators.",116.0,1998,Fiction,http://books.google.com/books/content?id=Wx3M_7XNTysC&printsec=frontcover&img=1&zoom=1&source=gbs_api,google_books,['fiction']
Ship of Magic,https://www.goodreads.com/book/show/45100.Ship_of_Magic,The Best Epic Fantasy (fiction),Robin Hobb,4.25,"Wizardwood, a sentient wood.The most precious commodity in the world.Like many other legendary wares, it comes only from the Rain River Wilds.But how can one trade with the Rain Wilders, when only a liveship fashioned from wizardwood can negotiate the perilous waters of the Rain River? Rare and valuable a liveship will quicken only when three members, from successive generations, have died on board. The liveshipVivaciais about to undergo her quickening as Althea Vestrit's father is carried on deck in his death-throes. Althea waits for the ship that she loves more than anything else in the world to awaken. Only to discover that theVivaciahas been signed away in her father’s will to her brutal brother-in-law, Kyle Haven...Others plot to win or steal a liveship. TheParagon, known by many as thePariah, went mad, turned turtle, and drowned his crew. Now he lies blind, lonely, and broken on a deserted beach. But greedy men have designs to restore him, to sail the waters of the Rain Wild River once more.Cover illustration by John Howe",880.0,1998,Fantasy|Fiction|High Fantasy|Epic Fantasy|Audiobook|Pirates|Adventure,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1759664044i/45100.jpg,GoodReads,"['adventure', 'fantasy', 'fiction']"
Fantastic Mr. Fox,http://books.google.de/books?id=inZhHuo89T8C&dq=subject:adventure&hl=&as_pt=BOOKS&source=gbs_api,Books That Should Be Movies,Roald Dahl,4.0,The adventures of Mr. Fox and three mean farmers who want to destroy the fox and his family.,98.0,1998,Juvenile Fiction,http://books.google.com/books/content?id=inZhHuo89T8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,google_books,"['fiction', 'young_adult']"
The Poisonwood Bible,https://www.goodreads.com/book/show/7244.The_Poisonwood_Bible,Best Books of the 20th Century,Barbara Kingsolver,4.11,"The Poisonwood Bibleis a story told by the wife and four daughters of Nathan Price, a fierce, evangelical Baptist who takes his family and mission to the Belgian Congo in 1959. They carry with them everything they believe they will need from home, but soon find that all of it -- from garden seeds to Scripture -- is calamitously transformed on African soil. What follows is a suspenseful epic of one family's tragic undoing and remarkable reconstruction over the course of three decades in postcolonial Africa.",546.0,1998,Fiction|Historical Fiction|Africa|Book Club|Classics|Literary Fiction|Historical,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1644073807i/7244.jpg,GoodReads,"['classics', 'contemporary', 'fiction', 'historical', 'literary']"
Holes,https://www.goodreads.com/book/show/38709.Holes,Best Young Adult Books,Louis Sachar,4.02,"Stanley Yelnats is under a curse. A curse that began with his no-good-dirty-rotten-pig-stealing-great-great-grandfather and has since followed generations of Yelnats. Now Stanley has been unjustly sent to a boys’ detention center, Camp Green Lake, where the boys build character by spending all day, every day digging holes exactly five feet wide and five feet deep. There is no lake at Camp Green Lake. But there are an awful lot of holes.It doesn’t take long for Stanley to realize there’s more than character improvement going on at Camp Green Lake. The boys are digging holes because the warden is looking for something. But what could be buried under a dried-up lake? Stanley tries to dig up the truth in this inventive and darkly humorous tale of crime and punishment—and redemption.",272.0,1998,Young Adult|Fiction|Middle Grade|Childrens|Classics|School|Mystery,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1618269830i/38709.jpg,GoodReads,"['childrens', 'classics', 'fiction', 'mystery', 'young_adult']"
Among the Hidden,https://www.goodreads.com/book/show/227651.Among_the_Hidden,Best Young Adult Books,Margaret Peterson Haddix,3.99,"SHADOW CHILDRENLuke has never been to school. He's never had a birthday party, or gone to a friend's house for an overnight. In fact, Luke has never had a friend.Luke is one of the shadow children, a third child forbidden by the Population Police. He's lived his entire life in hiding, and now, with a new housing development replacing the woods next to his family's farm, he is no longer even allowed to go outside.Then, one day Luke sees a girl's face in the window of a house where he knows two other children already live. Finally, he's met a shadow child like himself. Jen is willing to risk everything to come out of the shadows - does Luke dare to become involved in her dangerous plan? Can he affordnotto?",153.0,1998,Young Adult|Dystopia|Science Fiction|Fiction|Middle Grade|Childrens|Fantasy,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1388382796i/227651.jpg,GoodReads,"['childrens', 'fantasy', 'fiction', 'science_fiction', 'young_adult']"
Harry Potter and the Sorcerer's Stone,http://books.google.de/books?id=anPzzgEACAAJ&dq=subject:fantasy&hl=&as_pt=BOOKS&source=gbs_api,Best Epic Fantasy,J. K. Rowling,4.47,"Rescued from the outrageous neglect of his aunt and uncle, a young boy with a great destiny proves his worth while attending Hogwarts School for Wizards and Witches.",309.0,1998,"Children's stories, English",http://books.google.com/books/content?id=anPzzgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,google_books,['childrens']
